ID,Name,SymbolId,StyleFile,Category,GeometryType,GeometryConversionType,Tags
SHGPUSS8--,Class VIII H,SHGPUSS8-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Hostile; Shgpuss8-------
SNGPUSS8--,Class VIII N,SNGPUSS8-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Neutral; Sngpuss8-------
SFGPUSS8T-,Class VIII Theater F,SFGPUSS8T------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Theater; Friendly; Sfgpuss8t------
SHGPUSS8T-,Class VIII Theater H,SHGPUSS8T------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Theater; Hostile; Shgpuss8t------
SNGPUSS8T-,Class VIII Theater N,SNGPUSS8T------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Theater; Neutral; Sngpuss8t------
SUGPUSS8T-,Class VIII Theater U,SUGPUSS8T------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Theater; Unknown; Sugpuss8t------
SUGPUSS8--,Class VIII U,SUGPUSS8-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class Viii; Unknown; Sugpuss8-------
SFGPUSSXC-,Class X Corps F,SFGPUSSXC------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Corps; Friendly; Sfgpussxc------
SHGPUSSXC-,Class X Corps H,SHGPUSSXC------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Corps; Hostile; Shgpussxc------
SNGPUSSXC-,Class X Corps N,SNGPUSSXC------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Corps; Neutral; Sngpussxc------
SUGPUSSXC-,Class X Corps U,SUGPUSSXC------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Corps; Unknown; Sugpussxc------
SFGPUSSX--,Class X F,SFGPUSSX-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Friendly; Sfgpussx-------
SHGPUSSX--,Class X H,SHGPUSSX-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Hostile; Shgpussx-------
SNGPUSSX--,Class X N,SNGPUSSX-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Neutral; Sngpussx-------
SFGPUSSXT-,Class X Theater F,SFGPUSSXT------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Theater; Friendly; Sfgpussxt------
SHGPUSSXT-,Class X Theater H,SHGPUSSXT------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Theater; Hostile; Shgpussxt------
SNGPUSSXT-,Class X Theater N,SNGPUSSXT------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Theater; Neutral; Sngpussxt------
SUGPUSSXT-,Class X Theater U,SUGPUSSXT------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Theater; Unknown; Sugpussxt------
SUGPUSSX--,Class X U,SUGPUSSX-------,C2 UEI Ground Track Units.style,Combat Service Support - Supply,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Supply; Class X; Unknown; Sugpussx-------
SFGPUCFTCD,Colt Fist Dismounted F,SFGPUCFTCD-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Dismounted; Friendly; Sfgpucftcd-----
SHGPUCFTCD,Colt Fist Dismounted H,SHGPUCFTCD-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Dismounted; Hostile; Shgpucftcd-----
SNGPUCFTCD,Colt Fist Dismounted N,SNGPUCFTCD-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Dismounted; Neutral; Sngpucftcd-----
SUGPUCFTCD,Colt Fist Dismounted U,SUGPUCFTCD-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Dismounted; Unknown; Sugpucftcd-----
SFGPUCFTC-,Colt Fist F,SFGPUCFTC------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Friendly; Sfgpucftc------
SHGPUCFTC-,Colt Fist H,SHGPUCFTC------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Hostile; Shgpucftc------
SNGPUCFTC-,Colt Fist N,SNGPUCFTC------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Neutral; Sngpucftc------
SFGPUCFTCM,Colt Fist Tracked F,SFGPUCFTCM-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Tracked; Friendly; Sfgpucftcm-----
SHGPUCFTCM,Colt Fist Tracked H,SHGPUCFTCM-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Tracked; Hostile; Shgpucftcm-----
SNGPUCFTCM,Colt Fist Tracked N,SNGPUCFTCM-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Tracked; Neutral; Sngpucftcm-----
SUGPUCFTCM,Colt Fist Tracked U,SUGPUCFTCM-----,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Tracked; Unknown; Sugpucftcm-----
SUGPUCFTC-,Colt Fist U,SUGPUCFTC------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Colt Fist; Unknown; Sugpucftc------
SFGPUCECS-,Combat Air Assault F,SFGPUCECS------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Air Assault; Friendly; Sfgpucecs------
SHGPUCECS-,Combat Air Assault H,SHGPUCECS------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Air Assault; Hostile; Shgpucecs------
SNGPUCECS-,Combat Air Assault N,SNGPUCECS------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Air Assault; Neutral; Sngpucecs------
SUGPUCECS-,Combat Air Assault U,SUGPUCECS------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Air Assault; Unknown; Sugpucecs------
SFGPUCECA-,Combat Airborne F,SFGPUCECA------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Airborne; Friendly; Sfgpuceca------
SHGPUCECA-,Combat Airborne H,SHGPUCECA------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Airborne; Hostile; Shgpuceca------
SNGPUCECA-,Combat Airborne N,SNGPUCECA------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Airborne; Neutral; Sngpuceca------
SUGPUCECA-,Combat Airborne U,SUGPUCECA------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Airborne; Unknown; Sugpuceca------
SFGPUCECC-,Combat Arctic F,SFGPUCECC------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Arctic; Friendly; Sfgpucecc------
SHGPUCECC-,Combat Arctic H,SHGPUCECC------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Arctic; Hostile; Shgpucecc------
SNGPUCECC-,Combat Arctic N,SNGPUCECC------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Arctic; Neutral; Sngpucecc------
SUGPUCECC-,Combat Arctic U,SUGPUCECC------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Arctic; Unknown; Sugpucecc------
SFGPUCA---,Combat Armor F,SFGPUCA--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Armor; Armour; Friendly; Sfgpuca--------
SHGPUCA---,Combat Armor H,SHGPUCA--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Armor; Armour; Hostile; Shgpuca--------
SNGPUCA---,Combat Armor N,SNGPUCA--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Armor; Armour; Neutral; Sngpuca--------
SUGPUCA---,Combat Armor U,SUGPUCA--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Armor; Armour; Unknown; Sugpuca--------
SFGPUCV---,Combat Aviation F,SFGPUCV--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Friendly; Sfgpucv--------
SFGPUCVF--,Combat Aviation Fixed Wing F,SFGPUCVF-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Friendly; Sfgpucvf-------
SHGPUCVF--,Combat Aviation Fixed Wing H,SHGPUCVF-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Hostile; Shgpucvf-------
SNGPUCVF--,Combat Aviation Fixed Wing N,SNGPUCVF-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Neutral; Sngpucvf-------
SUGPUCVF--,Combat Aviation Fixed Wing U,SUGPUCVF-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Unknown; Sugpucvf-------
SHGPUCV---,Combat Aviation H,SHGPUCV--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Hostile; Shgpucv--------
SNGPUCV---,Combat Aviation N,SNGPUCV--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Neutral; Sngpucv--------
SFGPUCVR--,Combat Aviation Rotary Wing F,SFGPUCVR-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Rotary Wing; Friendly; Sfgpucvr-------
SHGPUCVR--,Combat Aviation Rotary Wing H,SHGPUCVR-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Rotary Wing; Hostile; Shgpucvr-------
SNGPUCVR--,Combat Aviation Rotary Wing N,SNGPUCVR-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Rotary Wing; Neutral; Sngpucvr-------
SUGPUCVR--,Combat Aviation Rotary Wing U,SUGPUCVR-------,C2 UEI Ground Track Units.style,Combat - Aviation,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Rotary Wing; Unknown; Sugpucvr-------
SUGPUCV---,Combat Aviation U,SUGPUCV--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Unknown; Sugpucv--------
SFGPUCECH-,Combat Heavy F,SFGPUCECH------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Heavy; Friendly; Sfgpucech------
SHGPUCECH-,Combat Heavy H,SHGPUCECH------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Heavy; Hostile; Shgpucech------
SNGPUCECH-,Combat Heavy N,SNGPUCECH------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Heavy; Neutral; Sngpucech------
SUGPUCECH-,Combat Heavy U,SUGPUCECH------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Heavy; Unknown; Sugpucech------
SFGPUCECM-,Combat Medium F,SFGPUCECM------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Medium; Friendly; Sfgpucecm------
SHGPUCECM-,Combat Medium H,SHGPUCECM------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Medium; Hostile; Shgpucecm------
SNGPUCECM-,Combat Medium N,SNGPUCECM------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Medium; Neutral; Sngpucecm------
SUGPUCECM-,Combat Medium U,SUGPUCECM------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Medium; Unknown; Sugpucecm------
SFGPUCECW-,Combat Motorized F,SFGPUCECW------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Motorized; Friendly; Sfgpucecw------
SHGPUCECW-,Combat Motorized H,SHGPUCECW------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Motorized; Hostile; Shgpucecw------
SNGPUCECW-,Combat Motorized N,SNGPUCECW------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Motorized; Neutral; Sngpucecw------
SUGPUCECW-,Combat Motorized U,SUGPUCECW------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Motorized; Unknown; Sugpucecw------
SFGPUCECO-,Combat Mountain F,SFGPUCECO------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Mountain; Friendly; Sfgpuceco------
SHGPUCECO-,Combat Mountain H,SHGPUCECO------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Mountain; Hostile; Shgpuceco------
SNGPUCECO-,Combat Mountain N,SNGPUCECO------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Mountain; Neutral; Sngpuceco------
SUGPUCECO-,Combat Mountain U,SUGPUCECO------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Mountain; Unknown; Sugpuceco------
SFGPUCECR-,Combat Recon F,SFGPUCECR------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Recon; Friendly; Sfgpucecr------
SHGPUCECR-,Combat Recon H,SHGPUCECR------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Recon; Hostile; Shgpucecr------
SNGPUCECR-,Combat Recon N,SNGPUCECR------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Recon; Neutral; Sngpucecr------
SUGPUCECR-,Combat Recon U,SUGPUCECR------,C2 UEI Ground Track Units.style,Combat - Engineer,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Recon; Unknown; Sugpucecr------
SFGPUCR---,Combat Reconnaissance F,SFGPUCR--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Friendly; Sfgpucr--------
SHGPUCR---,Combat Reconnaissance H,SHGPUCR--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Hostile; Shgpucr--------
SNGPUCR---,Combat Reconnaissance N,SNGPUCR--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Neutral; Sngpucr--------
SUGPUCR---,Combat Reconnaissance U,SUGPUCR--------,C2 UEI Ground Track Units.style,Combat,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Unknown; Sugpucr--------
SFGPUS----,Combat Service Support F,SFGPUS---------,C2 UEI Ground Track Units.style,Combat Service Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Friendly; Sfgpus---------
SHGPUS----,Combat Service Support H,SHGPUS---------,C2 UEI Ground Track Units.style,Combat Service Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Hostile; Shgpus---------
SNGPUS----,Combat Service Support N,SNGPUS---------,C2 UEI Ground Track Units.style,Combat Service Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Neutral; Sngpus---------
SUGPUS----,Combat Service Support U,SUGPUS---------,C2 UEI Ground Track Units.style,Combat Service Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Unknown; Sugpus---------
SFGPUUAB--,Combat Support CBRN Biological F,SFGPUUAB-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Biological; Friendly; Sfgpuuab-------
SHGPUUAB--,Combat Support CBRN Biological H,SHGPUUAB-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Biological; Hostile; Shgpuuab-------
SNGPUUAB--,Combat Support CBRN Biological N,SNGPUUAB-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Biological; Neutral; Sngpuuab-------
SUGPUUAB--,Combat Support CBRN Biological U,SUGPUUAB-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Biological; Unknown; Sugpuuab-------
SFGPUUAC--,Combat Support CBRN Chemical F,SFGPUUAC-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Chemical; Friendly; Sfgpuuac-------
SHGPUUAC--,Combat Support CBRN Chemical H,SHGPUUAC-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Chemical; Hostile; Shgpuuac-------
SNGPUUAC--,Combat Support CBRN Chemical N,SNGPUUAC-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Chemical; Neutral; Sngpuuac-------
SUGPUUAC--,Combat Support CBRN Chemical U,SUGPUUAC-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Chemical; Unknown; Sugpuuac-------
SFGPUUA---,Combat Support CBRN F,SFGPUUA--------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Friendly; Sfgpuua--------
SHGPUUA---,Combat Support CBRN H,SHGPUUA--------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Hostile; Shgpuua--------
SNGPUUA---,Combat Support CBRN N,SNGPUUA--------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Neutral; Sngpuua--------
SFGPUUAN--,Combat Support CBRN Nuclear F,SFGPUUAN-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Nuclear; Friendly; Sfgpuuan-------
SHGPUUAN--,Combat Support CBRN Nuclear H,SHGPUUAN-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Nuclear; Hostile; Shgpuuan-------
SNGPUUAN--,Combat Support CBRN Nuclear N,SNGPUUAN-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Nuclear; Neutral; Sngpuuan-------
SUGPUUAN--,Combat Support CBRN Nuclear U,SUGPUUAN-------,C2 UEI Ground Track Units.style,Combat Support - CBRN,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Nuclear; Unknown; Sugpuuan-------
SUGPUUA---,Combat Support CBRN U,SUGPUUA--------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; CBRN; Unknown; Sugpuua--------
SFGPUU----,Combat Support F,SFGPUU---------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Friendly; Sfgpuu---------
SHGPUU----,Combat Support H,SHGPUU---------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Hostile; Shgpuu---------
SNGPUU----,Combat Support N,SNGPUU---------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Neutral; Sngpuu---------
SUGPUU----,Combat Support U,SUGPUU---------,C2 UEI Ground Track Units.style,Combat Support,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Unknown; Sugpuu---------
SN,Command,SN,C2 UEI Ground Track Units.style,Graphic Modifiers,P,GCT_Point,Appendix A; Warfighting Symbols; Units; Appendix E; Stability Operations; Modifiers; Echelon; Command; SN
SFGPUUSO--,Command Operations F,SFGPUUSO-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Command Operations; Friendly; Sfgpuuso-------
SHGPUUSO--,Command Operations H,SHGPUUSO-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Command Operations; Hostile; Shgpuuso-------
SNGPUUSO--,Command Operations N,SNGPUUSO-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Command Operations; Neutral; Sngpuuso-------
SUGPUUSO--,Command Operations U,SUGPUUSO-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,GCT_Point,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Command Operations; Unknown; Sugpuuso-------
