ID,Name,SymbolId,StyleFile,Category,GeometryType,GeometryConversionType,Tags
GFOPFA----,Acoustic F,GFOPFA----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Friendly; Fix; Acoustic; GFopfa----****x
GHOPFA----,Acoustic H,GHOPFA----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Hostile; Fix; Acoustic; GHopfa----****x
GNOPFA----,Acoustic N,GNOPFA----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Neutral; Fix; Acoustic; GNopfa----****x
GUOPFA----,Acoustic U,GUOPFA----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Unknown; Fix; Acoustic; GUopfa----****x
GFGPGPP---,Action Points (general) F,GFGPGPP-------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Friendly; Action Points; GFGPGPP-------X
GHGPGPP---,Action Points (general) H,GHGPGPP-------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Action Points; GHGPGPP-------X
GNGPGPP---,Action Points (general) N,GNGPGPP-------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Action Points; GNGPGPP-------X
GUGPGPP---,Action Points (general) U,GUGPGPP-------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Action Points; GUGPGPP-------X
GFGPGPWA--,Aim Point F,GFGPGPWA------X,C2 Military Operations.style,Weapon,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Friendly; General; Aim Point; GFgpgpwa------x
GHGPGPWA--,Aim Point H,GHGPGPWA------X,C2 Military Operations.style,Weapon,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Hostile; General; Aim Point; GHgpgpwa------x
GNGPGPWA--,Aim Point N,GNGPGPWA------X,C2 Military Operations.style,Weapon,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Neutral; General; Aim Point; GNgpgpwa------x
GUGPGPWA--,Aim Point U,GUGPGPWA------X,C2 Military Operations.style,Weapon,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Unknown; General; Aim Point; GUgpgpwa------x
GFGPGPA---,Air Control F,GFGPGPA-------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; Air Control; GFgpgpa-------x
GHGPGPA---,Air Control H,GHGPGPA-------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; Air Control; GHgpgpa-------x
GNGPGPA---,Air Control N,GNGPGPA-------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; Air Control; GNgpgpa-------x
GFGPAPP---,Air Control Point (ACP) F,GFGPAPP---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Friendly; Air Control Point ;  Acp; GFGPAPP---****X
GHGPAPP---,Air Control Point (ACP) H,GHGPAPP---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Hostile; Air Control Point ;  Acp; GHGPAPP---****X
GNGPAPP---,Air Control Point (ACP) N,GNGPAPP---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Neutral; Air Control Point; green; Acp; GNGPAPP---****X
GUGPAPP---,Air Control Point (ACP) U,GUGPAPP---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Unknown; yellow; Air Control Point ;  Acp; GUGPAPP---****X
GUGPGPA---,Air Control U,GUGPGPA-------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; Air Control; GUgpgpa-------x
GFGPGPAW--,Airborne Early Warning (AEW) F,GFGPGPAW------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; Airborne Early Warning ;  Aew; GFgpgpaw------x
GHGPGPAW--,Airborne Early Warning (AEW) H,GHGPGPAW------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; Airborne Early Warning ;  Aew; GHgpgpaw------x
GNGPGPAW--,Airborne Early Warning (AEW) N,GNGPGPAW------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; Airborne Early Warning ;  Aew; GNgpgpaw------x
GUGPGPAW--,Airborne Early Warning (AEW) U,GUGPGPAW------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; Airborne Early Warning ;  Aew; GUgpgpaw------x
GFMPNDA---,Alternate DECON Site Point (unspecified) F,GFMPNDA-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; Alternate DECON Site Point ; Unspecified; GFMPNDA-------X
GHMPNDA---,Alternate DECON Site Point (unspecified) H,GHMPNDA-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; Alternate DECON Site Point ; Unspecified; GHMPNDA-------X
GNMPNDA---,Alternate DECON Site Point (unspecified) N,GNMPNDA-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; Alternate DECON Site Point ; Unspecified; GNMPNDA-------X
GUMPNDA---,Alternate DECON Site Point (unspecified) U,GUMPNDA-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; Alternate DECON Site Point ; Unspecified; GUMPNDA-------X
GFSPPX----,Ambulance Exchange Point F,GFSPPX--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Ambulance Exchange Point; AXP; GFSPPX--------X
GHSPPX----,Ambulance Exchange Point H,GHSPPX--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Ambulance Exchange Point; AXP; GHSPPX--------X
GNSPPX----,Ambulance Exchange Point N,GNSPPX--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Ambulance Exchange Point; AXP; GNSPPX--------X
GUSPPX----,Ambulance Exchange Point U,GUSPPX--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unknown; Ambulance Exchange Point; AXP; GUSPPX--------X
GFSPPAS---,Ammunition Supply Point (ASP) F,GFSPPAS-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Ammunition Points; Ammunition Supply Point; Asp; GFSPPAS-------X
GHSPPAS---,Ammunition Supply Point (ASP) H,GHSPPAS-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Ammunition Points; Ammunition Supply Point; Asp; GHSPPAS-------X
GNSPPAS---,Ammunition Supply Point (ASP) N,GNSPPAS-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Ammunition Points; Ammunition Supply Point; Asp; GNSPPAS-------X
GUSPPAS---,Ammunition Supply Point (ASP) U,GUSPPAS-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unknown; Ammunition Points; Ammunition Supply Point; Asp; GUSPPAS-------X
GFSPPAT---,Ammunition Transfer Point (ATP) F,GFSPPAT-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Ammunition Points; Ammunition Transfer Point; Atp; GFSPPAT-------X
GHSPPAT---,Ammunition Transfer Point (ATP) H,GHSPPAT-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Ammunition Points; Ammunition Transfer Point; Atp; GHSPPAT-------X
GNSPPAT---,Ammunition Transfer Point (ATP) N,GNSPPAT-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Ammunition Points; Ammunition Transfer Point; Atp; GNSPPAT-------X
GUSPPAT---,Ammunition Transfer Point (ATP) U,GUSPPAT-------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unknown; Ammunition Points; Ammunition Transfer Point; Atp; GUSPPAT-------X
GFGPGPPA--,Amnesty Point F,GFGPGPPA------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Amnesty Point; Friendly; Action Points; GFGPGPPA------X
GHGPGPPA--,Amnesty Point H,GHGPGPPA------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Amnesty Point; Action Points; GHGPGPPA------X
GNGPGPPA--,Amnesty Point N,GNGPGPPA------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Amnesty Point; Action Points; GNGPGPPA------X
GUGPGPPA--,Amnesty Point U,GUGPGPPA------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Amnesty Point; Action Points; GUGPGPPA------X
GFGPGPUYA-,ANM F,GFGPGPUYA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Friendly; Anm; Under Sea Warfare; Sonobuoy; GFGPGPUYA-----X
GHGPGPUYA-,ANM H,GHGPGPUYA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Anm; Under Sea Warfare; Sonobuoy; GHGPGPUYA-----X
GNGPGPUYA-,ANM N,GNGPGPUYA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Anm; Under Sea Warfare; Sonobuoy; GNGPGPUYA-----X
GUGPGPUYA-,ANM U,GUGPGPUYA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Anm; Under Sea Warfare; Sonobuoy; GUGPGPUYA-----X
GFMPOMP---,Antipersonnel (AP) Mines F,GFMPOMP---****X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability;  Obstacles; Friendly; Antipersonnel ;  Ap  Mines; GFMPOMP---****X
GFGPGPAA--,Antisubmarine Warfare Fixed Wing F,GFGPGPAA------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; Antisubmarine Warfare Fixed Wing; GFGPGPAA------X
GHGPGPAA--,Antisubmarine Warfare Fixed Wing H,GHGPGPAA------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; Antisubmarine Warfare Fixed Wing; GHGPGPAA------X
GNGPGPAA--,Antisubmarine Warfare Fixed Wing N,GNGPGPAA------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; Antisubmarine Warfare Fixed Wing; GNGPGPAA------X
GUGPGPAA--,Antisubmarine Warfare Fixed Wing U,GUGPGPAA------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; Antisubmarine Warfare Fixed Wing; GUGPGPAA------X
GFGPGPAH--,Antisubmarine Warfare Rotary Wing F,GFGPGPAH------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; Antisubmarine Warfare Rotary Wing; GFGPGPAH------X
GHGPGPAH--,Antisubmarine Warfare Rotary Wing H,GHGPGPAH------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; Antisubmarine Warfare Rotary Wing; GHGPGPAH------X
GNGPGPAH--,Antisubmarine Warfare Rotary Wing N,GNGPGPAH------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; Antisubmarine Warfare Rotary Wing; GNGPGPAH------X
GUGPGPAH--,Antisubmarine Warfare Rotary Wing U,GUGPGPAH------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; Antisubmarine Warfare Rotary Wing; GUGPGPAH------X
GFMPOMT---,Antitank Mine (AT) F,GFMPOMT-------X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability; Obstacles; Friendly; Antitank Mine; At; GFMPOMT-------X
GFMPOME---,Antitank Mine (Directional) F,GFMPOME---****X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability; Obstacles; Friendly; Antitank Mine Directional; Arrow; Claymore; GFMPOME---****X
GFMPOMD---,Antitank Mine With Antihandling Device F,GFMPOMD---****X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability;  Obstacles; Friendly; Antitank Mine With Antihandling Device; GFMPOMD---****X
GFGPGPCA--,ASW Control Station F,GFGPGPCA------X,C2 Military Operations.style,Sea Surface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; Asw Control Station; GFgpgpca------x
GHGPGPCA--,ASW Control Station H,GHGPGPCA------X,C2 Military Operations.style,Sea Surface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; Asw Control Station; GHgpgpca------x
GNGPGPCA--,ASW Control Station N,GNGPGPCA------X,C2 Military Operations.style,Sea Surface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; Asw Control Station; GNgpgpca------x
GUGPGPCA--,ASW Control Station U,GUGPGPCA------X,C2 Military Operations.style,Sea Surface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; Asw Control Station; GUgpgpca------x
GFGPGPBSA-,ASW Submarine Control Station F,GFGPGPBSA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; ASW Submarine Control Station; GFGPGPBSA-----X
GHGPGPBSA-,ASW Submarine Control Station H,GHGPGPBSA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; ASW Submarine Control Station; GHGPGPBSA-----X
GNGPGPBSA-,ASW Submarine Control Station N,GNGPGPBSA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; ASW Submarine Control Station; GNGPGPBSA-----X
GUGPGPBSA-,ASW Submarine Control Station U,GUGPGPBSA-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; ASW Submarine Control Station; GUGPGPBSA-----X
GFGPGPUYT-,ATAC F,GFGPGPUYT-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Friendly; ATAC; Under Sea Warfare; Sonobuoy; GFGPGPUYT-----X
GHGPGPUYT-,ATAC H,GHGPGPUYT-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; ATAC; Under Sea Warfare; Sonobuoy; GHGPGPUYT-----X
GNGPGPUYT-,ATAC N,GNGPGPUYT-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; ATAC; Under Sea Warfare; Sonobuoy; GNGPGPUYT-----X
GUGPGPUYT-,ATAC U,GUGPGPUYT-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; ATAC; Under Sea Warfare; Sonobuoy; GUGPGPUYT-----X
GFMPOHTH--,Aviation Tower High F,GFMPOHTH--****X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability;  Obstacles; Friendly; Aviation Tower High; GFMPOHTH--****X
GFMPOHTL--,Aviation Tower Low F,GFMPOHTL--****X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability;  Obstacles; Friendly; Aviation Tower Low; GFMPOHTL--****X
GFGPGPUYB-,Bathythermograph Transmitting (BT) F,GFGPGPUYB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Friendly; Bathythermograph Transmitting; Under Sea Warfare; Sonobuoy; Bt; GFGPGPUYB-----X 
GHGPGPUYB-,Bathythermograph Transmitting (BT) H,GHGPGPUYB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Bathythermograph Transmitting; Under Sea Warfare; Sonobuoy; Bt; GHGPGPUYB-----X 
GNGPGPUYB-,Bathythermograph Transmitting (BT) N,GNGPGPUYB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Bathythermograph Transmitting; Under Sea Warfare; Sonobuoy; Bt; GNGPGPUYB-----X 
GUGPGPUYB-,Bathythermograph Transmitting (BT) U,GUGPGPUYB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Bathythermograph Transmitting; Under Sea Warfare; Sonobuoy; Bt; GUGPGPUYB-----X 
GFMPNEB---,Biological F,GFMPNEB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; Release Events; GFMPNEB-------X
GHMPNEB---,Biological H,GHMPNEB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; Release Events; GHMPNEB-------X
GNMPNEB---,Biological N,GNMPNEB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; Release Events; GNMPNEB-------X
GUMPNEB---,Biological U,GUMPNEB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; Release Events; GUMPNEB-------X
GFMPOB----,Booby Trap F,GFMPOB----****X,C2 Military Operations.style,Obstacles,P,GCT_Point,Appendix B; Mobility Survivability; Obstacles; Friendly; Booby Trap; GFMPOB----****X
GFOPSB----,Bottom Return Non-milco F,GFOPSB----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Friendly; Sea Subsurface Returns; Bottom Return Non-milco; GFOPSB----****X
GHOPSB----,Bottom Return Non-milco H,GHOPSB----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Hostile; Sea Subsurface Returns; Bottom Return Non-milco; GHOPSB----****X
GFOPSBM---,Bottom Return Non-milco Installation Manmade F,GFOPSBM---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Friendly; Sea Subsurface Returns; Bottom Return Non-milco Installation Manmade; GFOPSBM---****X
GHOPSBM---,Bottom Return Non-milco Installation Manmade H,GHOPSBM---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Hostile; Sea Subsurface Returns; Bottom Return Non-milco Installation Manmade; GHOPSBM---****X
GNOPSBM---,Bottom Return Non-milco Installation Manmade N,GNOPSBM---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Neutral; Sea Subsurface Returns; Bottom Return Non-milco Installation Manmade; GNOPSBM---****X
GUOPSBM---,Bottom Return Non-milco Installation Manmade U,GUOPSBM---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Unknown; Sea Subsurface Returns; Bottom Return Non-milco Installation Manmade; GUOPSBM---****X
GNOPSB----,Bottom Return Non-milco N,GNOPSB----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Neutral; Sea Subsurface Returns; Bottom Return Non-milco; GNOPSB----****X
GFOPSBN---,Bottom Return Non-milco Seabed Rock Stone Obstacle Other F,GFOPSBN---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Friendly; Sea Subsurface Returns; Bottom Return Non-milco Seabed Rock Stone Obstacle Other; GFOPSBN---****X
GHOPSBN---,Bottom Return Non-milco Seabed Rock Stone Obstacle Other H,GHOPSBN---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Hostile; Sea Subsurface Returns; Bottom Return Non-milco Seabed Rock Stone Obstacle Other; GHOPSBN---****X
GNOPSBN---,Bottom Return Non-milco Seabed Rock Stone Obstacle Other N,GNOPSBN---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Neutral; Sea Subsurface Returns; Bottom Return Non-milco Seabed Rock Stone Obstacle Other; GNOPSBN---****X
GUOPSBN---,Bottom Return Non-milco Seabed Rock Stone Obstacle Other U,GUOPSBN---****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Unknown; Sea Subsurface Returns; Bottom Return Non-milco Seabed Rock Stone Obstacle Other; GUOPSBN---****X
GUOPSB----,Bottom Return Non-milco U,GUOPSB----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Unknown; Sea Subsurface Returns; Bottom Return Non-milco; GUOPSB----****X
GFGPGPUUB-,Brief Contact F,GFGPGPUUB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Friendly; Under Sea Warfare; Underwater; Brief Contact; GFGPGPUUB-----X
GHGPGPUUB-,Brief Contact H,GHGPGPUUB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Under Sea Warfare; Underwater; Brief Contact; GHGPGPUUB-----X
GNGPGPUUB-,Brief Contact N,GNGPGPUUB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Under Sea Warfare; Underwater; Brief Contact; GNGPGPUUB-----X
GUGPGPUUB-,Brief Contact U,GUGPGPUUB-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Under Sea Warfare; Underwater; Brief Contact; GUGPGPUUB-----X
GFSPPC----,Cannibalization Point F,GFSPPC--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Cannibalization Point; CAN; GFSPPC--------X
GHSPPC----,Cannibalization Point H,GHSPPC--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Cannibalization Point; CAN; GHSPPC--------X
GNSPPC----,Cannibalization Point N,GNSPPC--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Cannibalization Point; CAN; GNSPPC--------X
GUSPPC----,Cannibalization Point U,GUSPPC--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unknown; Cannibalization Point; CAN; GUSPPC--------X
GFSPPY----,Casualty Collection Point F,GFSPPY--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Casualty Collection Point; CCP; GFSPPY--------X
GHSPPY----,Casualty Collection Point H,GHSPPY--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Casualty Collection Point; CCP; GHSPPY--------X
GNSPPY----,Casualty Collection Point N,GNSPPY--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Casualty Collection Point; CCP; GNSPPY--------X
GUSPPY----,Casualty Collection Point U,GUSPPY--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unknown; Casualty Collection Point; CCP; GUSPPY--------X
GFGPDPON--,CBRN Observation Post (Dismounted) F,GFGPDPON------X,C2 Military Operations.style,Defense,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Defense; Friendly; Observation Post Outpost; CBRN Observation Post ;  Dismounted; GFgpdpon------x
GHGPDPON--,CBRN Observation Post (Dismounted) H,GHGPDPON------X,C2 Military Operations.style,Defense,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Defense; Hostile; Observation Post Outpost; CBRN Observation Post ;  Dismounted; GHgpdpon------x
GNGPDPON--,CBRN Observation Post (Dismounted) N,GNGPDPON------X,C2 Military Operations.style,Defense,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Defense; Neutral; Observation Post Outpost; CBRN Observation Post ;  Dismounted; GNgpdpon------x
GUGPDPON--,CBRN Observation Post (Dismounted) U,GUGPDPON------X,C2 Military Operations.style,Defense,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Defense; Unknown; Observation Post Outpost; CBRN Observation Post ;  Dismounted; GUgpdpon------x
GFGPGPPK--,Check Point F,GFGPGPPK------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Action Points; Friendly; Check Point; GFGPGPPK------X
GHGPGPPK--,Check Point H,GHGPGPPK------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Action Points; Hostile; Check Point; GHGPGPPK------X
GNGPGPPK--,Check Point N,GNGPGPPK------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Action Points; Neutral; Check Point; GNGPGPPK------X
GUGPGPPK--,Check Point U,GUGPGPPK------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Action Points; Unknown; Check Point; GUGPGPPK------X
GFMPNEC---,Chemical F,GFMPNEC-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; Release Events; GFMPNEC-------X
GHMPNEC---,Chemical H,GHMPNEC-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; Release Events; GHMPNEC-------X
GNMPNEC---,Chemical N,GNMPNEC-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; Release Events; GNMPNEC-------X
GUMPNEC---,Chemical U,GUMPNEC-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; Release Events; GUMPNEC-------X
GFSPPT----,Civilian Collection Point F,GFSPPT--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Civilian Collection Point; CIV; GFSPPT--------X
GHSPPT----,Civilian Collection Point H,GHSPPT--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Civilian Collection Point; CIV; GHSPPT--------X
GNSPPT----,Civilian Collection Point N,GNSPPT--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Civilian Collection Point; CIV; GNSPPT--------X
GUSPPT----,Civilian Collection Point U,GUSPPT--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unkown; Civilian Collection Point; CIV; GUSPPT--------X
GFGPGPAP--,Combat Air Patrol (CAP) F,GFGPGPAP------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Friendly; Combat Air Patrol; Cap; GFgpgpap------x
